Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Year
P. Raveendranath Kumar,AIADMK,0,Post Graduate,39,65803231,Theni,32734079,1,M,2019
Alexpandian S,IND,0,Graduate Professional,25,3976788,Theni,0,0,M,2019
Annakili,IND,0,10th Pass,40,85000,Theni,0,0,F,2019
Arumugam S,BSP,1,Post Graduate,48,540100,Theni,0,0,M,2019
"Elangovan, E.V.K.S.",INC,10,Graduate,70,236241267,Theni,7450651,0,M,2019
Eswaran,IND,0,Others,33,655000,Theni,0,0,M,2019
Gunasingh,IND,0,10th Pass,48,4243808,Theni,0,0,M,2019
Jeyamani K,IND,0,8th Pass,42,1371800,Theni,0,0,M,2019
Kesavaraja J,IND,0,Graduate Professional,35,662325,Theni,159500,0,M,2019
"Kumaragurubaran, P.",IND,0,Graduate Professional,45,531952,Theni,0,0,M,2019
Manimurugan C,IND,0,5th Pass,42,439000,Theni,154000,0,M,2019
P. Prakash,IND,1,Graduate Professional,35,738000,Theni,858667,0,M,2019
P.Allikkodi,Samajwadi Forward Bloc,0,8th Pass,59,15117000,Theni,2700000,0,M,2019
Parthipan G,IND,0,8th Pass,54,697000,Theni,0,0,M,2019
Radhakrishnan S,Makkal Needhi Maiam,1,Post Graduate,51,4730000,Theni,1375000,0,M,2019
Rajarishigurudev S,IND,0,Others,26,221000,Theni,0,0,M,2019
Rajasekaran V,IND,0,Graduate Professional,40,80000,Theni,0,0,M,2019
Rajkumar P,IND,0,Graduate,29,92000,Theni,0,0,M,2019
Ramachandran K,IND,0,10th Pass,35,3336500,Theni,1885980,0,M,2019
Ramamurthi S,IND,0,10th Pass,46,90000,Theni,0,0,M,2019
Ramaraj G,Ulzaipali Makkal Katchy,0,Literate,53,214317,Theni,41775,0,M,2019
Ravichandran K,IND,0,12th Pass,47,250000,Theni,0,0,M,2019
Senthilkumar J,IND,0,12th Pass,50,181505,Theni,0,0,M,2019
Shagul Hameed,Naam Tamilar Katchi,0,Graduate,59,18957000,Theni,0,0,M,2019
Silambarasan P,IND,0,10th Pass,32,265000,Theni,0,0,M,2019
Sivamuniyandi A,IND,0,10th Pass,37,239000,Theni,0,0,M,2019
T.Chinnasathiyamoorthy,SUCI(C),0,12th Pass,54,5008000,Theni,0,0,M,2019
Vaiyathurai A,IND,0,Literate,60,235000,Theni,0,0,M,2019
Velmurugan S P,IND,0,10th Pass,55,11535000,Theni,3300000,0,M,2019
Kanimozhi Karunanidhi,DMK,6,Graduate Professional,51,303373130,Thoothukkudi,19290928,0,M,2019
Amalan Rajiv Bonifas,IND,1,12th Pass,35,1953000,Thoothukkudi,0,0,M,2019
Anto Hillery M,IND,0,Graduate,43,7822000,Thoothukkudi,2360118,0,M,2019
"Bala Murugan, P.",IND,0,Graduate,36,1390500,Thoothukkudi,302314,0,M,2019
"Christantine Rajasekar, S.",Naam Tamilar Katchi,1,12th Pass,55,32936394,Thoothukkudi,5000000,0,M,2019
"Dr. Bhuvaneswaran, M.",IND,1,Doctorate,52,78031419,Thoothukkudi,4074230,0,M,2019
Dr. Tamilisai Soundararajan,BJP,0,Graduate Professional,57,109907600,Thoothukkudi,10987000,0,F,2019
"Er.Pradeep Ganesan, M.P.",IND,0,Others,39,13174636,Thoothukkudi,5837372,0,M,2019
Gabriel James Fernando,Peoples Party of India(secular),0,12th Pass,56,7300224,Thoothukkudi,1021600,0,M,2019
"Ganesan, M.",IND,1,12th Pass,28,491603,Thoothukkudi,0,0,M,2019
"Germanus, S.",Christian Democratic Front,0,Post Graduate,74,1846500,Thoothukkudi,0,0,M,2019
"Guru, K.",IND,0,8th Pass,54,40000,Thoothukkudi,0,0,M,2019
"James, G.",IND,0,10th Pass,40,2499000,Thoothukkudi,0,0,M,2019
"Jasper Gnana Martin, G.",IND,0,Post Graduate,38,4674500,Thoothukkudi,0,0,M,2019
"Jaya Ganesh, D.",Naam Indiar Party,0,10th Pass,36,5905654,Thoothukkudi,2098505,0,M,2019
"Jeyaraj, A.",IND,0,Post Graduate,46,1076184,Thoothukkudi,0,0,M,2019
"Lourdes, S.",IND,0,12th Pass,43,135480,Thoothukkudi,0,0,M,2019
"Maharajan, M.",Pragatishil Samajwadi Party (Lohia),2,8th Pass,30,704747,Thoothukkudi,80000,0,M,2019
"Marakatha Raghava Raj, T.",IND,0,Illiterate,63,1000,Thoothukkudi,0,0,M,2019
"Pon Kumaran, T.P.S.",Makkal Needhi Maiam,0,Post Graduate,50,17886890,Thoothukkudi,0,0,M,2019
"Ponnusamy, M.",IND,0,10th Pass,51,1068688,Thoothukkudi,0,0,M,2019
"Ponraj, S.",IND,0,Graduate,53,1550436,Thoothukkudi,281812,0,M,2019
"Rajakumar Naidu, E.V.S.",Tamil Telugu National Party,0,Post Graduate,50,11949800,Thoothukkudi,0,0,M,2019
"Rajalingam, M.",IND,0,8th Pass,43,300000,Thoothukkudi,0,0,M,2019
Rajkumar Poliah,Universal Brotherhood Movement,0,Graduate,35,129000,Thoothukkudi,0,0,M,2019
"Rama Krishnan, M.",IND,1,Graduate,41,1040000,Thoothukkudi,0,0,M,2019
"Ramakrishnan, P.",IND,0,Graduate,54,1070812,Thoothukkudi,0,0,M,2019
"Ramesh, A.",IND,0,10th Pass,36,160684,Thoothukkudi,0,0,M,2019
"Ravi Sankar, J.",IND,0,12th Pass,46,853000,Thoothukkudi,0,0,M,2019
"Sankaralingam, M.",IND,0,8th Pass,37,230000,Thoothukkudi,0,0,M,2019
"Saravanan, G.",IND,0,8th Pass,43,171960,Thoothukkudi,0,0,M,2019
"Selvin, B.",IND,0,8th Pass,41,513000,Thoothukkudi,0,0,M,2019
"Senai Natarajan, R.",IND,0,12th Pass,46,1613258,Thoothukkudi,545976,0,M,2019
"Siva, V.",BSP,0,Graduate,33,22300,Thoothukkudi,0,0,M,2019
"Sivaneswaran, J.",IND,0,Post Graduate,30,1515000,Thoothukkudi,1387073,0,M,2019
"Subhashini Mallathi, R.C.",IND,0,Graduate,39,31632804,Thoothukkudi,17426363,0,F,2019
"Sunman, V.",IND,0,10th Pass,28,145454,Thoothukkudi,0,0,M,2019
Thirunavukkarasar. Su,INC,0,Post Graduate,69,32182184,Tiruchirappalli,40208,1,M,2019
Anandharaja. V,Makkal Needhi Maiam,0,Graduate,53,10145000,Tiruchirappalli,567000,0,M,2019
Arunachalam. A,IND,0,Graduate,44,10952500,Tiruchirappalli,0,0,M,2019
Asaithambi. P,CPI(ML)(L),2,Graduate Professional,47,61000,Tiruchirappalli,0,0,M,2019
Balamurugan. S,BSP,0,Graduate Professional,40,4066500,Tiruchirappalli,1710000,0,M,2019
Chellaperumal.,IND,0,Post Graduate,64,2748000,Tiruchirappalli,0,0,M,2019
Dr.Elangovan. V,DMDK,0,Graduate Professional,70,27390154,Tiruchirappalli,0,0,M,2019
Durai Benjamin,IND,0,Post Graduate,47,1891458,Tiruchirappalli,500000,0,M,2019
Easudoss. S,Indian Christian Front,0,8th Pass,52,7376000,Tiruchirappalli,0,0,M,2019
Ganesan. P,Tamil Nadu Ilangyar Katchi,0,Graduate,35,319328,Tiruchirappalli,0,0,M,2019
Ganesh. R,IND,0,5th Pass,51,85500,Tiruchirappalli,0,0,M,2019
Gopalakrishnan. V,IND,0,Post Graduate,30,25000,Tiruchirappalli,0,0,M,2019
Jayaram Metha. S,IND,0,Graduate Professional,27,110000,Tiruchirappalli,0,0,M,2019
Kamaraj. K,IND,0,10th Pass,52,1280000,Tiruchirappalli,0,0,M,2019
Karthik. K.M,IND,0,Graduate Professional,36,511200,Tiruchirappalli,300000,0,M,2019
Karuppaiah.C,IND,0,Graduate,39,565000,Tiruchirappalli,160000,0,M,2019
Nachi. S,Desiya Uzhavar Uzhaipalar Kazhagam,0,10th Pass,33,707000,Tiruchirappalli,0,0,F,2019
Pushparaj. K,IND,0,Others,41,3035000,Tiruchirappalli,5364500,0,M,2019
Sarubala. R. Thondaiman,IND,0,Post Graduate,60,923876327,Tiruchirappalli,91182000,0,F,2019
Shadhik Batcha. A,IND,0,Post Graduate,48,5920000,Tiruchirappalli,3568000,0,M,2019
Sundrarajan.P,IND,0,5th Pass,61,1238000,Tiruchirappalli,0,0,M,2019
Thirunavukarasu. S,IND,0,8th Pass,42,1558009,Tiruchirappalli,0,0,M,2019
Vijayakumar. P,IND,0,12th Pass,41,1372883,Tiruchirappalli,54000,0,M,2019
Vinoth. V,Naam Tamilar Katchi,1,Post Graduate,33,606116,Tiruchirappalli,403605,0,M,2019
Gnanathiraviam S,DMK,4,10th Pass,54,232759237,Tirunelveli,46149049,0,M,2019
Bagavathikesan T,IND,0,Post Graduate,44,2467000,Tirunelveli,3080,0,M,2019
Essakkiammal E,BSP,0,Post Graduate,38,1006500,Tirunelveli,265000,0,F,2019
Indurani S,IND,0,Post Graduate,33,1785000,Tirunelveli,0,0,F,2019
Kamala Kannan,IND,0,5th Pass,51,3277188,Tirunelveli,345000,0,M,2019
Maharajan A,IND,0,10th Pass,29,384500,Tirunelveli,0,0,M,2019
Maharajan V,IND,5,Graduate Professional,41,6264938,Tirunelveli,0,0,M,2019
Manikandan G,IND,0,Doctorate,50,5172562,Tirunelveli,563587,0,M,2019
Manikandan P,IND,0,8th Pass,33,975249,Tirunelveli,85000,0,M,2019
Manoharan P,IND,0,5th Pass,54,1466586,Tirunelveli,0,0,M,2019
Michael Rayappan S,IND,0,12th Pass,56,27226236,Tirunelveli,6091883,0,M,2019
Mohanraj A,IND,0,Graduate Professional,52,1692000,Tirunelveli,0,0,M,2019
Murugesan S,IND,0,8th Pass,60,135201,Tirunelveli,0,0,M,2019
Paul Manoj Pandian,AIADMK,0,Post Graduate,47,103479811,Tirunelveli,28531015,0,M,2019
Paul Solomon Pandian,IND,0,Graduate,78,85002681,Tirunelveli,0,0,M,2019
Rajiv Victor,IND,0,Graduate,36,1632967,Tirunelveli,0,0,M,2019
Rajkumar A,IND,0,Post Graduate,45,10141000,Tirunelveli,4357812,0,M,2019
Ramakrishnan N,Naam Indiar Party,0,5th Pass,28,1200000,Tirunelveli,0,0,M,2019
Ramamoorthi B,IND,0,Others,49,5880193,Tirunelveli,1201282,0,M,2019
Ramaswamy S,IND,0,Graduate,45,709000,Tirunelveli,0,0,M,2019
Rathinasigamani M,IND,0,12th Pass,63,41200,Tirunelveli,0,0,M,2019
Sathya B,Naam Tamilar Katchi,0,Graduate,41,4816687,Tirunelveli,279000,0,F,2019
Selva Prakash R,IND,0,Graduate,51,24558648,Tirunelveli,0,0,M,2019
Selvaganesan R,United States of India Party,0,Post Graduate,44,8376260,Tirunelveli,0,0,M,2019
Sivasankar S,Jammu & Kashmir National Panthers Party,0,12th Pass,37,265000,Tirunelveli,350000,0,M,2019
Vennimalai M,Makkal Needhi Maiam,0,Post Graduate,53,101817799,Tirunelveli,0,0,M,2019
Subbarayan.K,CPI,0,10th Pass,71,8035576,Tiruppur,500000,1,M,2019
A.Senthilvel,IND,0,8th Pass,46,4256700,Tiruppur,0,0,M,2019
C.Ayyanar,BSP,0,Graduate,56,96000,Tiruppur,0,0,M,2019
"Chandirakumar, V.S.",Makkal Needhi Maiam,0,10th Pass,46,51756996,Tiruppur,41924988,0,M,2019
"Kanagaraj, P.",IND,0,5th Pass,31,292800,Tiruppur,200596,0,M,2019
"Kathiresan, L.",IND,0,Post Graduate,46,781042,Tiruppur,0,0,M,2019
"Kumar, D.",IND,0,8th Pass,32,1605000,Tiruppur,8000000,0,M,2019
M.S.M.Anandan,AIADMK,0,10th Pass,56,93884772,Tiruppur,10278297,0,M,2019
P Jaganathan,Naam Tamilar Katchi,0,10th Pass,50,12862368,Tiruppur,0,0,M,2019
P.Jaganathan,Rashtriya Samaj Paksha,0,5th Pass,60,1545719,Tiruppur,0,0,M,2019
"Rajkumar, S.",IND,0,Others,29,160000,Tiruppur,0,0,M,2019
"Selvam, S.R.",IND,0,8th Pass,65,61558069,Tiruppur,15537415,0,M,2019
Dr.K.Jayakumar,INC,0,Doctorate,69,24583769,Tiruvallur,0,1,M,2019
A.Manikandan,IND,0,12th Pass,32,332400,Tiruvallur,53000,0,M,2019
C.Bharath,IND,0,Graduate Professional,26,711047,Tiruvallur,0,0,M,2019
C.Kalanithi,Anti Corruption Dynamic Party,0,Graduate,39,319000,Tiruvallur,150000,0,M,2019
D.Anandaraj,IND,0,12th Pass,34,17055961,Tiruvallur,1700000,0,M,2019
D.Ravi Pariyanar,RPI(A),0,10th Pass,43,145000,Tiruvallur,0,0,M,2019
Dr.P.Venugopal,AIADMK,0,Graduate Professional,66,22771385,Tiruvallur,1249867,0,M,2019
G.Arulraj,IND,0,Post Graduate,32,1817032,Tiruvallur,0,0,M,2019
G.George,IND,0,Graduate,55,44000,Tiruvallur,0,0,M,2019
K.Chandrasekar,IND,0,Graduate Professional,38,844000,Tiruvallur,0,0,M,2019
K.Kamalanathan,IND,0,Not Given,38,5302800,Tiruvallur,0,0,M,2019
Logarangan .M,Makkal Needhi Maiam,0,Post Graduate,35,19730000,Tiruvallur,0,0,M,2019
M.Vetriselvi,Naam Tamilar Katchi,0,Graduate Professional,42,310000,Tiruvallur,0,0,F,2019
Murugesan,IND,0,8th Pass,53,1220000,Tiruvallur,0,0,M,2019
N.Vikraman,IND,0,Post Graduate,35,25500,Tiruvallur,0,0,M,2019
Pon.Raja,IND,0,Graduate Professional,43,74387951,Tiruvallur,11197323,0,M,2019
R.Anbuchezhian,BSP,0,12th Pass,48,5200000,Tiruvallur,0,0,M,2019
S.Sargunam,IND,0,Graduate Professional,42,619500,Tiruvallur,0,0,M,2019
V.Gunasekaran,IND,0,8th Pass,65,429210,Tiruvallur,0,0,M,2019
Vijaya .R,IND,0,Illiterate,60,371570,Tiruvallur,0,0,F,2019
Annadurai C N,DMK,0,Graduate,45,134897466,Tiruvannamalai,32243604,1,M,2019
Agri Krishnamurthy S S,AIADMK,1,Graduate Professional,59,70403250,Tiruvannamalai,9887013,0,M,2019
Anbalagan M,IND,0,Graduate Professional,38,1325000,Tiruvannamalai,120000,0,M,2019
Annadurai B,IND,0,5th Pass,52,338550,Tiruvannamalai,0,0,M,2019
Annadurai T S,IND,0,Graduate Professional,40,1634400,Tiruvannamalai,499000,0,M,2019
Arul R,Makkal Needhi Maiam,0,Others,44,2128322,Tiruvannamalai,505039,0,M,2019
Ayyappan M,IND,0,Post Graduate,27,2202000,Tiruvannamalai,0,0,M,2019
Babu B,BSP,0,Graduate Professional,27,110000,Tiruvannamalai,0,0,M,2019
Gnanasekar A,IND,0,10th Pass,47,510162944,Tiruvannamalai,172296311,0,M,2019
Indiramohan P,IND,0,Post Graduate,36,337000,Tiruvannamalai,0,0,M,2019
Kalaimani S,IND,0,Graduate Professional,33,553100,Tiruvannamalai,0,0,M,2019
Krishnamoorthy A,IND,0,10th Pass,45,275000,Tiruvannamalai,0,0,M,2019
Padavettan M,IND,0,5th Pass,49,160000,Tiruvannamalai,0,0,M,2019
Raghunathan K,IND,0,Graduate Professional,40,4972000,Tiruvannamalai,0,0,M,2019
Rajendiran T,IND,0,Graduate Professional,61,8582500,Tiruvannamalai,0,0,M,2019
Rameshbabu R,Naam Tamilar Katchi,0,Post Graduate,41,10060000,Tiruvannamalai,850000,0,M,2019
Sivagururaj T,IND,0,10th Pass,26,40500,Tiruvannamalai,0,0,M,2019
Udhayakumar P.S,IND,0,5th Pass,48,1444000,Tiruvannamalai,25000,0,M,2019
Velu R,IND,0,10th Pass,37,992000,Tiruvannamalai,0,0,M,2019
Vigneshwaran A,IND,0,Graduate Professional,26,1246700,Tiruvannamalai,0,0,M,2019
Vijayan A,IND,0,Literate,38,262000,Tiruvannamalai,0,0,M,2019
D.M. Kathir Anand,DMK,2,Post Graduate,43,587579451,Vellore,3307588,0,M,2019
A.C. Shanmugam,AIADMK,0,Graduate Professional,67,1275861609,Vellore,396224694,0,M,2019
A.Vijay Poul Raja,Republican Sena,0,Graduate,43,6253305,Vellore,5543,0,M,2019
Agni Sriramachandran,IND,0,10th Pass,38,525000,Vellore,0,0,M,2019
Arumugam .P,IND,0,Others,43,99000,Vellore,150000,0,M,2019
Bishop Godfrey Noble,Desiya Makkal Sakthi Katchi,2,Graduate Professional,48,269610432,Vellore,1800000,0,M,2019
Deepalakshmi,Naam Tamilar Katchi,0,Others,34,1259183,Vellore,348000,0,F,2019
E. Karunanithi,IND,0,Graduate Professional,53,1000000,Vellore,0,0,M,2019
G.S. Ganesan Yadav,Pragatishil Samajwadi Party (Lohia),0,10th Pass,41,1668500,Vellore,150000,0,M,2019
J.S.K,IND,0,Post Graduate,39,1078984,Vellore,350000,0,M,2019
K. Kathiravan,IND,0,8th Pass,49,330000,Vellore,0,0,M,2019
K. Sugumar,IND,0,Graduate,67,675000,Vellore,0,0,M,2019
M. Balaraman,IND,0,10th Pass,81,,Vellore,0,0,M,2019
M. Kathiravan,IND,0,Post Graduate,31,430000,Vellore,0,0,M,2019
M.R. Venkatesan,IND,0,10th Pass,47,127000,Vellore,0,0,M,2019
Mohanam,Marumalarchi Janata Katchi,0,10th Pass,66,1638340,Vellore,900000,0,M,2019
Murali,IND,0,10th Pass,29,30000,Vellore,0,0,M,2019
P. Chellapandian,IND,0,Graduate,52,354500,Vellore,0,0,M,2019
P. Raashid Ahmed,IND,0,8th Pass,35,16054905,Vellore,1500000,0,M,2019
R. Naresh Kumar,Tamil Nadu Ilangyar Katchi,0,Others,27,173500,Vellore,160000,0,M,2019
S. Shanmugam,IND,0,10th Pass,47,359264,Vellore,0,0,M,2019
S. Tamil Selvan,IND,0,10th Pass,43,155000,Vellore,0,0,M,2019
V. Sekar,All Pensioners Party,0,10th Pass,60,4270000,Vellore,0,0,M,2019
V. Selvaraj,IND,0,Graduate,59,2913000,Vellore,100000,0,M,2019
Ravikumar D,DMK,0,Doctorate,58,6509860,Viluppuram,1369031,1,M,2019
Abirami P,Tamil Nadu Ilangyar Katchi,1,Graduate,36,894700,Viluppuram,200000,0,M,2019
Anbalagan T,IND,0,12th Pass,55,2207000,Viluppuram,575000,0,M,2019
Anbin Poyyamozhi S,Makkal Needhi Maiam,1,Post Graduate,48,122000,Viluppuram,0,0,M,2019
Arasan K,IND,0,Illiterate,64,330000,Viluppuram,0,0,M,2019
Desingu A,IND,0,10th Pass,37,45694,Viluppuram,0,0,M,2019
Ganapathy N,IND,0,8th Pass,55,7953000,Viluppuram,2150000,0,M,2019
Kaliyamurthy G,BSP,1,10th Pass,53,181000,Viluppuram,1000,0,M,2019
Kathirvel M,IND,0,5th Pass,48,625000,Viluppuram,0,0,M,2019
Prakalatha D,Naam Tamilar Katchi,1,Post Graduate,30,1353000,Viluppuram,800000,0,M,2019
Raja S,Anaithu India Makkal Katchi,0,8th Pass,33,781000,Viluppuram,0,0,M,2019
Rajasekaran M,IND,0,Graduate Professional,40,491555,Viluppuram,150000,0,M,2019
Vadivel Ravanan S,Pattali Makkal Katchi,0,Graduate,66,1925000,Viluppuram,0,0,M,2019
"Manickam Tagore, B.",INC,1,Graduate Professional,44,49705799,Virudhunagar,3600203,0,M,2019
"Advocate.Thangapandian, M.",IND,0,12th Pass,35,779539,Virudhunagar,100000,0,M,2019
"Alagarsamy, N.",IND,0,Illiterate,32,205000,Virudhunagar,0,0,M,2019
"Alagarsamy, R.",DMDK,3,10th Pass,47,12671316,Virudhunagar,338783,0,M,2019
Arulmozhithevan,Naam Tamilar Katchi,0,Graduate Professional,36,15835879,Virudhunagar,0,0,M,2019
"Backiyaraj, K.",IND,0,5th Pass,49,293000,Virudhunagar,0,0,M,2019
"Balachandar, N.",IND,0,8th Pass,33,280000,Virudhunagar,0,0,M,2019
"Dr.Dhanushkodi, M.",IND,0,Post Graduate,53,4794245,Virudhunagar,290000,0,M,2019
"Elango, S.",IND,0,5th Pass,34,260000,Virudhunagar,0,0,M,2019
"Ganeshkumar, S.",IND,1,5th Pass,46,300000,Virudhunagar,0,0,M,2019
"Govindan, A.",IND,0,8th Pass,54,72000,Virudhunagar,0,0,M,2019
"Kalyanasundaram, A.",IND,7,Graduate,39,1075000,Virudhunagar,776000,0,M,2019
"Kavitha, A.",Ahila India Dhayaga Makkal Munnetra Katchi,0,Post Graduate,41,3440000,Virudhunagar,425354,0,F,2019
"Manikandan, R.",Ezhuchi Tamilargal Munnetra Kazhagam,0,5th Pass,35,227000,Virudhunagar,0,0,M,2019
"Packiaraj, E.",Tamil Nadu Ilangyar Katchi,0,Graduate,35,122593,Virudhunagar,39522,0,M,2019
"Palanichamy Kudumbar, P.",IND,0,Post Graduate,31,400000,Virudhunagar,0,0,M,2019
"Paramasiva Iyyappan, S.",IND,0,12th Pass,45,35254454,Virudhunagar,7836152,0,M,2019
"Perumalsamy, M.",BSP,0,8th Pass,40,1426000,Virudhunagar,60000,0,M,2019
"Sabari Ponraj, B.",IND,0,Graduate,32,470000,Virudhunagar,0,0,M,2019
"Sakkaravarthy, P.",All India Puratchi Thalaivar Makkal Munnettra,0,Graduate,59,6460000,Virudhunagar,3000000,0,M,2019
"Sankaranarayanan, N.",IND,0,Others,34,96540,Virudhunagar,0,0,M,2019
"Selvakumar, M.",IND,0,5th Pass,30,73000,Virudhunagar,0,0,M,2019
"Senthilkumar, S.",IND,0,8th Pass,32,,Virudhunagar,0,0,M,2019
"Sugan Rajeev, M.",IND,0,10th Pass,29,1197000,Virudhunagar,600000,0,M,2019
"Thiagarajan, P.I.D.",IND,0,10th Pass,73,1453770,Virudhunagar,0,0,M,2019
"Umayorubagam, M.",IND,1,Graduate,67,333000,Virudhunagar,0,0,M,2019
"Vallinayagam, N.",IND,0,Graduate,37,5920000,Virudhunagar,380000,0,M,2019
Bapu Rao Soyam,BJP,52,12th Pass,52,3099414,Adilabad,231450,0,M,2019
Aare Ellanna,IND,0,5th Pass,53,30000,Adilabad,0,0,M,2019
Bheem Rao,Ambedkarite Party of India,0,5th Pass,33,274000,Adilabad,0,0,M,2019
Dharavth Narendhar,Janasena Party,0,Post Graduate,27,50000,Adilabad,0,0,M,2019
Ganta Pentanna,IND,0,Post Graduate,47,670000,Adilabad,0,0,M,2019
Godam Nagesh,TRS,0,Post Graduate,54,18477888,Adilabad,847000,0,M,2019
Kumra Raju,IND,0,10th Pass,29,30000,Adilabad,0,0,M,2019
Kumram Vandana,Nava Praja Rajyam Party,0,Illiterate,35,1300000,Adilabad,0,0,F,2019
Nethavath Ramdas,IND,0,Literate,46,,Adilabad,0,0,M,2019
Pawar Krishna,IND,0,Post Graduate,39,1140000,Adilabad,0,0,M,2019
Ramesh Rathod,INC,3,12th Pass,53,36491000,Adilabad,15300000,0,M,2019
Komatireddy Venakat Reddy,INC,14,12th Pass,55,162543845,Bhongir,24069129,0,M,2019
Bheemanaboina Ramesh,IND,0,10th Pass,32,110000,Bhongir,0,0,M,2019
Dr. Narsaiah Boora,TRS,0,Post Graduate,60,237458144,Bhongir,42963534,0,M,2019
Goda Sriramulu,CPI,0,8th Pass,54,15799990,Bhongir,7265216,0,M,2019
"Kotha Kistaiah	",Ambedkar National Congress,0,10th Pass,41,1020000,Bhongir,0,0,M,2019
Moorigaadi Krishna,IND,0,Post Graduate,50,,Bhongir,0,0,M,2019
Padala Venkata Shyam Sunder Rao,BJP,7,Post Graduate,46,323073107,Bhongir,49080220,0,M,2019
Samrat Narender Boilla,RPI,0,Graduate Professional,36,3517000,Bhongir,11000,0,M,2019
Sapavat Devaram,IND,0,Graduate Professional,28,64986,Bhongir,0,0,M,2019
Singapaka Lingam,IND,0,Illiterate,44,,Bhongir,0,0,M,2019
Sirivolu Venkata Ramana Rao,Samajwadi Forward Bloc,0,10th Pass,52,290000,Bhongir,0,0,M,2019
Sriramulu Muthyala,IND,0,10th Pass,59,322500,Bhongir,0,0,M,2019
Dr.Gaddam Ranjith Reddy,TRS,0,Post Graduate,54,1634695131,Chevella,197007553,1,M,2019
A.A. Sabri,IND,0,12th Pass,69,2326979,Chevella,0,0,M,2019
Anusha Keshavabhatla,IND,0,Graduate Professional,32,9275000,Chevella,4600000,0,F,2019
"B. Janardhan Reddy	",BJP,0,Others,58,1197313405,Chevella,66870634,0,M,2019
Baswaiah Madiga,Prajaa Swaraaj Party,0,10th Pass,47,2475117,Chevella,1242117,0,M,2019
Bennala Julee,National Women,0,12th Pass,34,50000,Chevella,0,0,F,2019
Chepuri Raju,Dalita Bahujana Party,0,5th Pass,39,15000,Chevella,0,0,M,2019
G. Ravi Kumar Yadav,IND,0,Post Graduate,31,91000,Chevella,0,0,M,2019
Gurram Papi Reddy,Ambedkar National Congress,0,12th Pass,43,2152500,Chevella,0,0,M,2019
Ija Venkatesh Goud,Social Justice Party of India,0,Post Graduate,43,9799564,Chevella,2800000,0,M,2019
Jaidupally Yadaiah,IND,0,5th Pass,48,1000,Chevella,0,0,M,2019
Konda Vishweshwar Reddy,INC,1,Graduate Professional,59,8950179170,Chevella,358127700,0,M,2019
Korra Pandu Naik,Bahujan Mukti Party,0,10th Pass,42,10000,Chevella,0,0,M,2019
Kummari Giri,Pyramid Party of India,0,10th Pass,37,485000,Chevella,0,0,M,2019
Nalla Prem Kumar,Prem Janata Dal,0,8th Pass,47,500,Chevella,0,0,M,2019
P. Purushotham,IND,0,Post Graduate,38,233000,Chevella,0,0,M,2019
Palamakula Madhu,India Praja Bandhu Party,0,10th Pass,38,150932,Chevella,0,0,M,2019
Ragam Sathesh Yadav,AIFB,0,Post Graduate,36,40003000,Chevella,2000000,0,M,2019
Sanem Raju Goud,IND,0,Graduate,36,2111000,Chevella,0,0,M,2019
T. Durga Prasad,IND,0,Post Graduate,33,252000,Chevella,0,0,M,2019
Vanam Sudhakar,Marxist Communist Party of India (United),0,Literate,36,705500,Chevella,0,0,M,2019
Vijay Aarya,BSP,0,Others,42,720193,Chevella,0,0,M,2019
Yedla Suresh,IND,0,10th Pass,25,103000,Chevella,0,0,M,2019
Asaduddin Owaisi,AIMIM,5,Graduate Professional,49,179044376,Hyderabad,120500000,0,M,2019
Beeramganti Venkat Ramesh Naidu,IND,0,Illiterate,59,3071000,Hyderabad,0,0,M,2019
Bhagavanth Rao Pawar,BJP,3,Graduate Professional,67,8626993,Hyderabad,4839,0,M,2019
Dornala Jaya Prakash,New India Party,2,Graduate,36,1364218,Hyderabad,100000,0,M,2019
Dr.Hingolikar Susheel Raj,IND,0,10th Pass,34,1644000,Hyderabad,2950000,0,M,2019
K Rangacharya,Samajwadi Forward Bloc,0,10th Pass,49,,Hyderabad,0,0,M,2019
K. Nagaraj,IND,0,8th Pass,45,368000,Hyderabad,0,0,M,2019
Ka Maheshwar,IND,6,10th Pass,45,609000,Hyderabad,420000,0,M,2019
L Ashok Nath,IND,0,12th Pass,49,249000,Hyderabad,0,0,M,2019
Mohammed Abdul Azeem,IND,0,10th Pass,44,,Hyderabad,0,0,M,2019
Mohammed Feroz Khan,INC,0,12th Pass,46,7470000,Hyderabad,0,0,M,2019
Mohd Ahmed,IND,0,10th Pass,34,400000,Hyderabad,0,0,M,2019
Pusthe Srikanth,TRS,0,Graduate Professional,46,30700000,Hyderabad,10400000,0,M,2019
Sanjay Kumar Shukla,IND,0,5th Pass,39,22706000,Hyderabad,0,0,M,2019
V Bal Krishna,IND,0,Graduate Professional,37,290000,Hyderabad,0,0,M,2019
Bandi Sanjay Kumar,BJP,6,Post Graduate,47,2270000,Karimnagar,1341800,0,M,2019
Aila Prasanna,Anti Corruption Dynamic Party,0,Illiterate,45,250000,Karimnagar,0,0,F,2019
Anagandula Venkanna,BSP,1,Graduate,43,1800000,Karimnagar,350000,0,M,2019
Bhanu Laxman Pabba,IND,0,12th Pass,26,494297,Karimnagar,0,0,M,2019
Chintha Anil Kumar,Pyramid Party of India,0,Post Graduate,33,25000,Karimnagar,0,0,M,2019
